customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,is_escalated,complaint_count,tenure_days,age,churn_risk,is_high_risk
8909-DZDXZ,2025-06-07,Organic,2026-09-30,Basic,Monthly,,,8.7,140,1,0,Jayesh Ahuja,India,Arunachal Pradesh,Male,1974-05-13,,0,,,,467.0,52,low,0
2142-URBFT,2026-01-14,Referral,2026-08-21,Standard,Annual,2026-08-21,Technical issues,13.17,87,14,1,Ruchi Rani Shinde,India,Andhra Pradesh,Female,2003-12-16,2026-08-04,0,72.0,0.0,4.0,219.0,22,low,0
0553-FFSTZ,2024-03-04,Organic,2027-03-04,Standard,Annual,,,14.83,522,12,0,Aditi Chand Yadav,India,Kerala,Female,1985-06-03,2025-11-12,0,31.0,1.0,1.0,927.0,41,low,0
5662-IDARU,2024-08-16,Paid,2024-11-29,Standard,Monthly,2024-11-29,No longer interested,17.84,68,63,1,Umesh Kumari Mehta,India,Uttar Pradesh,Male,1962-06-26,2024-11-26,0,76.0,0.0,4.0,105.0,64,med,0
3483-DTQOD,2024-05-05,Paid,2026-09-22,Premium,Monthly,,,23.28,756,10,0,Renu Patil,India,Jammu and Kashmir,Female,2002-10-17,,0,,,,865.0,23,low,0
9146-MLKJJ,2026-03-07,Organic,2026-09-13,Basic,Monthly,2026-09-13,Poor content quality,8.96,66,59,1,Vijaya Pawar,India,Arunachal Pradesh,Female,2003-04-09,2026-04-24,0,11.0,1.0,1.0,190.0,23,med,0
9614-ZHNHP,2025-07-31,Paid,2026-02-07,Standard,Monthly,2026-02-07,Poor content quality,13.39,86,68,1,Suman Mehta,India,Jharkhand,Female,1977-11-27,2026-01-15,0,52.0,0.0,4.0,191.0,48,med,0
5280-CTWUZ,2024-03-11,Paid,2027-03-11,Premium,Annual,,,21.01,681,13,0,Ananya Subramaniam,India,Tamil Nadu,Female,1984-11-23,2024-03-19,0,65.0,0.0,1.0,920.0,41,low,0
8392-RFKEQ,2026-06-16,Paid,2027-06-16,Premium,Annual,,,21.34,59,15,0,Manju Agarwal,India,Karnataka,Female,1995-05-02,2026-08-31,0,42.0,0.0,3.0,93.0,31,low,0
1489-FFRLK,2025-12-12,Organic,2026-10-08,Standard,Monthly,,,16.81,157,6,0,Harsh Sen,India,Madhya Pradesh,Male,1968-05-12,,0,,,,279.0,58,low,0
7907-JKTIS,2024-08-31,Paid,2026-05-12,Standard,Annual,2026-05-12,Poor content quality,17.55,334,52,1,Om Kumar Gupta,India,Uttarakhand,Male,1988-11-14,2025-12-22,0,40.0,1.0,1.0,619.0,37,med,0
1148-DXROA,2024-12-24,Paid,2026-06-17,Standard,Monthly,2026-06-17,No longer interested,15.8,312,19,1,Satish Mehra,India,Tamil Nadu,Male,1998-08-06,2026-05-10,0,59.0,0.0,3.0,540.0,28,low,0
5862-ZZGRT,2026-07-24,Referral,2026-09-22,Standard,Monthly,,,12.04,12,14,0,Kritika Prasad Shah,India,Bihar,Female,2006-02-18,,0,,,,55.0,20,low,0
1750-SEPYI,2022-10-29,Paid,2026-10-08,Basic,Monthly,,,9.71,561,11,0,Lakshay Phukan,India,Rajasthan,Male,1997-06-14,2025-09-27,0,89.0,1.0,4.0,1419.0,29,low,0
0444-XKVYY,2022-06-08,Organic,2022-12-05,Standard,Annual,2022-12-05,Poor content quality,13.26,77,15,1,Dhruv Reddy,India,Uttar Pradesh,Male,1977-07-27,2022-08-13,0,47.0,0.0,3.0,180.0,49,low,0
5735-XZQXP,2025-03-14,Organic,2026-10-05,Standard,Monthly,,,12.18,219,46,0,Rajiv Bai Joshi,India,Madhya Pradesh,Male,1983-05-21,2025-07-24,0,33.0,0.0,2.0,552.0,43,low,0
3035-CXSNP,2022-03-21,Paid,2023-01-03,Standard,Monthly,2023-01-03,No longer interested,12.44,101,84,1,Aakash Gill,India,Delhi,Male,1977-10-25,,0,,,,288.0,48,high,1
2903-JXZVG,2025-11-01,Organic,2026-09-27,Premium,Monthly,,,24.44,248,48,0,Preeti Agarwal,India,Madhya Pradesh,Female,1996-02-28,2026-05-04,0,64.0,0.0,2.0,320.0,30,low,0
8764-OZBTV,2024-05-05,Referral,2026-09-22,Standard,Monthly,,,14.64,450,23,0,Kavya Goel,India,Meghalaya,Female,1979-06-09,2026-03-21,0,88.0,0.0,2.0,865.0,47,low,0
0031-VXFGV,2024-03-05,Referral,2026-09-21,Premium,Monthly,,,20.05,727,32,0,Aakash Rana,India,Punjab,Male,2000-10-10,2026-06-13,0,88.0,0.0,3.0,926.0,25,low,0
7086-TRPBQ,2025-10-11,Paid,2026-10-06,Standard,Monthly,,,15.21,194,24,0,Ishan Iyengar,India,Tamil Nadu,Male,1984-06-16,,0,,,,341.0,42,low,0
2542-IECSL,2024-08-11,Referral,2026-03-22,Basic,Annual,2026-03-22,Technical issues,8.71,203,2,1,Kajal Ahuja,India,Punjab,Female,1987-07-23,2024-09-04,0,100.0,0.0,1.0,588.0,39,low,0
9172-AIBVP,2023-03-24,Referral,2027-03-23,Premium,Annual,,,22.92,1242,21,0,Jatin Vora,India,Bihar,Male,1974-01-08,2026-05-04,0,31.0,0.0,7.0,1273.0,52,low,0
7581-IWHXY,2024-01-23,Organic,2026-07-26,Basic,Monthly,2026-07-26,No longer interested,8.11,229,51,1,Ishaan Pillai,India,Madhya Pradesh,Male,1991-09-09,2025-02-17,0,35.0,1.0,3.0,915.0,35,med,0
6613-HEQZN,2023-08-21,Referral,2025-03-09,Standard,Monthly,2025-03-09,No longer interested,13.53,304,34,1,Devendra Nath Pillai,India,Jharkhand,Male,1977-07-13,2024-03-13,0,60.0,0.0,3.0,566.0,49,low,0
6492-MALYL,2022-01-01,Referral,2025-01-29,Standard,Monthly,2025-01-29,No longer interested,17.58,781,80,1,Vishakha Krishnan,India,Haryana,Female,1973-01-27,2024-01-07,0,36.0,0.0,7.0,1124.0,53,high,1
8264-GRQAB,2021-11-09,Paid,2026-09-14,Basic,Monthly,,,7.1,530,10,0,Govind Chand Mahato,India,Nagaland,Male,1989-06-14,2025-08-15,0,40.0,0.0,2.0,1773.0,37,low,0
1598-AXLFQ,2024-09-19,Paid,2026-10-09,Standard,Monthly,,,14.31,445,29,0,Shreya Bisht,India,Karnataka,Female,1985-05-08,2024-09-25,0,48.0,0.0,1.0,728.0,41,low,0
2059-MBPOP,2025-01-06,Organic,2026-09-28,Basic,Monthly,,,9.59,218,69,0,Aarohi Oraon,India,West Bengal,Female,2001-01-12,2025-06-05,0,20.0,0.0,2.0,619.0,25,med,0
0442-IIQOL,2024-11-24,Paid,2026-09-15,Basic,Monthly,,,9.53,259,11,0,Anjali Hegde,India,Mizoram,Female,2007-03-15,,0,,,,662.0,19,low,0
6752-GMRUH,2021-11-21,Referral,2026-11-20,Standard,Annual,,,17.98,1093,30,0,Manish Kumar Nair,India,Punjab,Male,1969-03-04,2024-08-27,0,19.0,0.0,1.0,1761.0,57,low,0
2033-JCDFU,2024-04-24,Paid,2027-04-24,Standard,Annual,,,16.9,567,57,0,Arvind Venkatesh,India,Odisha,Male,1986-06-16,2026-08-14,0,32.0,0.0,2.0,876.0,40,med,0
2102-HORZI,2025-11-16,Organic,2026-03-25,Basic,Monthly,2026-03-25,No longer interested,8.41,33,26,1,Jagdish Rani Tiwari,India,Delhi,Male,1980-10-02,2026-02-09,0,42.0,1.0,4.0,129.0,45,low,0
9463-HEXWI,2022-07-07,Organic,2027-07-06,Standard,Annual,,,12.66,728,12,0,Tanmay Dubey,India,Karnataka,Male,1998-04-19,,0,,,,1533.0,28,low,0
4484-LIXDR,2022-11-21,Paid,2026-11-20,Basic,Annual,,,7.96,359,45,0,Pallavi Kumar Kulkarni,India,Tripura,Female,1997-01-09,2025-10-07,0,17.0,0.0,1.0,1396.0,29,low,0
0067-BISSO,2023-11-18,Paid,2026-10-03,Standard,Monthly,,,13.99,579,27,0,Nalini Devi Kale,India,Himachal Pradesh,Female,2002-08-18,,0,,,,1034.0,24,low,0
7399-ZBKKS,2022-01-01,Referral,2026-12-31,Premium,Annual,,,21.06,1135,41,0,Samar Lakra,India,Andhra Pradesh,Male,1969-01-19,2025-04-03,0,83.0,0.0,1.0,1720.0,57,low,0
0392-DRMSW,2022-08-16,Paid,2025-11-09,Standard,Annual,2025-11-09,Switched to competitor,16.21,605,44,1,Jai Rawat,India,Karnataka,Male,1980-07-11,2025-08-22,0,54.0,0.0,2.0,1181.0,46,low,0
5579-KITUX,2024-11-08,Organic,2026-09-29,Standard,Monthly,,,15.41,344,94,0,Prerna Sandhu,India,Madhya Pradesh,Female,1974-01-03,2024-12-19,0,26.0,0.0,1.0,678.0,52,high,1
7774-VCKWK,2022-02-06,Referral,2025-11-28,Standard,Annual,2025-11-28,Technical issues,16.73,956,13,1,Kabir Singh,India,Karnataka,Male,2000-12-03,2025-10-05,0,57.0,0.0,3.0,1391.0,25,low,0
7486-TWOWE,2021-12-26,Paid,2026-10-01,Basic,Monthly,,,8.12,525,32,0,Maya Tiwari,India,Puducherry,Female,1982-11-06,2022-06-18,0,8.0,0.0,1.0,1726.0,43,low,0
5820-OYQAV,2024-01-07,Organic,2024-05-24,Standard,Monthly,2024-05-24,Too expensive,15.24,75,27,1,Tanmay Singh,India,Maharashtra,Male,1993-06-09,2024-04-06,0,36.0,1.0,2.0,138.0,33,low,0
0382-LYZQM,2024-06-01,Referral,2026-09-19,Basic,Monthly,,,9.78,300,34,0,Hemant Arora,India,Puducherry,Male,1973-07-20,2025-08-04,0,48.0,0.0,1.0,838.0,53,low,0
9281-BPFLV,2024-01-10,Referral,2027-01-09,Standard,Annual,,,13.33,500,30,0,Alka Kumari Sen,India,Meghalaya,Female,2003-09-28,2026-06-30,0,30.0,0.0,3.0,981.0,22,low,0
7364-DJCQN,2023-05-16,Paid,2026-09-27,Standard,Monthly,,,13.81,618,17,0,Jai Subramaniam,India,Manipur,Male,1986-09-22,2023-08-31,0,92.0,0.0,1.0,1220.0,40,low,0
6875-QZUZN,2022-03-19,Organic,2026-09-24,Premium,Monthly,,,21.53,1238,66,0,Raghunath Prasad Banerjee,India,Delhi,Male,2007-11-21,2023-05-16,0,60.0,1.0,3.0,1643.0,18,med,0
7940-YWHBP,2022-04-01,Paid,2025-04-04,Standard,Monthly,2025-04-04,Technical issues,15.51,576,66,1,Jyoti Chand Sen,India,Jharkhand,Female,1966-04-05,2023-05-20,0,52.0,1.0,2.0,1099.0,60,med,0
9073-ZVPPC,2022-08-11,Referral,2026-09-01,Standard,Monthly,2026-09-01,Poor customer support,13.95,621,73,1,Archana Banerjee,India,Odisha,Female,1984-06-22,2026-05-27,0,35.0,1.0,3.0,1482.0,42,high,1
8021-XPIJC,2021-10-26,Organic,2024-08-02,Standard,Monthly,2024-08-02,Poor content quality,15.18,549,77,1,Ravi Rani Bhosale,India,Puducherry,Male,1965-11-08,2022-12-13,0,24.0,1.0,3.0,1011.0,60,high,1
5782-BZCVR,2024-08-01,Organic,2027-08-01,Premium,Annual,,,20.7,644,12,0,Uma Kumari Ahluwalia,India,Chandigarh,Female,1998-03-16,2024-11-29,0,67.0,1.0,1.0,777.0,28,low,0
6775-OKMYR,2021-12-08,Paid,2026-07-22,Basic,Monthly,2026-07-22,Too expensive,8.98,469,23,1,Prashant Chatterjee,India,Andhra Pradesh,Male,2007-04-20,2025-07-28,0,56.0,0.0,4.0,1687.0,19,low,0
5138-EFMIP,2024-11-25,Paid,2026-08-31,Premium,Monthly,2026-08-31,No longer interested,24.47,631,44,1,Ishaan Kumari Dubey,India,Himachal Pradesh,Male,1992-01-02,2025-11-28,0,36.0,1.0,5.0,644.0,34,low,0
9769-WPYDG,2024-09-24,Organic,2026-09-24,Premium,Annual,,,20.68,486,11,0,Manoj Rani Jain,India,Arunachal Pradesh,Male,2003-08-18,,0,,,,723.0,23,low,0
1504-CIHEC,2023-03-31,Paid,2027-03-30,Standard,Annual,,,13.93,620,7,0,Reyansh Bai Rawat,India,Himachal Pradesh,Male,1996-05-05,2025-06-22,0,84.0,1.0,3.0,1266.0,30,low,0
4476-GSJCU,2025-05-29,Paid,2026-09-21,Standard,Monthly,,,13.19,214,12,0,Dev Chand Grewal,India,Telangana,Male,1975-01-23,2026-03-29,0,72.0,0.0,3.0,476.0,51,low,0
0620-YEEZC,2025-04-21,Referral,2026-03-17,Premium,Annual,2026-03-17,Poor content quality,21.22,264,6,1,Kanika Nath Batra,India,Uttarakhand,Female,1997-10-25,2026-02-27,0,25.0,0.0,3.0,330.0,28,low,0
6461-AJOHT,2025-12-30,Referral,2026-09-26,Standard,Monthly,,,16.1,143,38,0,Alka Raj Kulkarni,India,Jammu and Kashmir,Female,1992-11-23,2026-01-09,0,66.0,0.0,1.0,261.0,33,low,0
6100-CNERN,2026-02-17,Paid,2026-09-15,Standard,Monthly,,,14.48,108,73,0,Kishore Kulkarni,India,Odisha,Male,1982-10-05,2026-07-31,0,23.0,1.0,3.0,212.0,43,high,1
4306-DTXWE,2025-02-13,Organic,2027-02-13,Standard,Annual,,,13.83,290,21,0,Myra Chand Jain,India,Maharashtra,Female,2002-04-05,,0,,,,581.0,24,low,0
2478-JFBHB,2022-10-14,Paid,2022-11-20,Basic,Monthly,2022-11-20,No longer interested,9.89,12,8,1,Hardik Subramaniam,India,Punjab,Male,1982-01-01,2022-11-19,0,75.0,0.0,3.0,37.0,44,low,0
7305-RUIVX,2025-11-28,Organic,2026-09-24,Standard,Monthly,,,12.13,119,14,0,Dev Bhardwaj,India,Tamil Nadu,Male,1964-11-06,2026-09-07,0,23.0,0.0,5.0,293.0,61,low,0
2322-YWHPK,2023-11-25,Paid,2025-04-13,Basic,Monthly,2025-04-13,No longer interested,7.8,119,82,1,Bhaskar Kumar Shah,India,West Bengal,Male,1967-03-02,2025-03-14,0,81.0,0.0,5.0,505.0,59,high,1
4773-LSHIU,2026-01-17,Paid,2027-01-17,Standard,Annual,,,17.51,153,11,0,Rachita Sarkar,India,Maharashtra,Female,1968-09-10,2026-05-30,0,31.0,0.0,2.0,243.0,58,low,0
2217-KGAEV,2023-04-04,Paid,2025-04-11,Premium,Monthly,2025-04-11,No longer interested,24.81,594,29,1,Sangeeta Baruah,India,Telangana,Female,1977-08-22,2025-02-06,0,42.0,0.0,6.0,738.0,49,low,0
4670-RKDZA,2024-10-05,Organic,2026-10-05,Basic,Annual,,,9.08,205,1,0,Nikita Mishra,India,Tripura,Female,2005-03-09,,0,,,,712.0,21,low,0
9630-EHGUQ,2024-08-18,Referral,2025-10-02,Basic,Monthly,2025-10-02,Switched to competitor,7.7,118,67,1,Sai Lal Tirkey,India,Tripura,Male,1984-01-22,2025-02-14,0,0.0,0.0,2.0,410.0,42,med,0
8940-PBNHK,2023-10-23,Paid,2026-10-07,Basic,Monthly,,,7.43,335,37,0,Puneet Iyengar,India,Telangana,Male,2007-04-11,2024-08-06,0,59.0,0.0,1.0,1060.0,19,low,0
3695-HSVYJ,2026-07-19,Paid,2026-09-17,Standard,Monthly,,,13.83,17,33,0,Jagdish Deshmukh,India,Uttar Pradesh,Male,2004-02-04,2026-08-23,0,100.0,0.0,1.0,60.0,22,low,0
8133-EBWDB,2026-06-14,Paid,2027-06-14,Standard,Annual,,,15.85,44,9,0,Nidhi Lal Kumar,India,Punjab,Female,2003-06-02,2026-08-20,0,90.0,1.0,3.0,95.0,23,low,0
0103-GZWHC,2024-05-14,Referral,2026-10-01,Basic,Monthly,,,7.15,214,4,0,Tanvi Rana,India,Jharkhand,Female,1962-01-20,2026-08-28,0,54.0,0.0,3.0,856.0,64,low,0
8609-GILEA,2024-04-16,Paid,2024-07-13,Premium,Monthly,2024-07-13,Too expensive,22.89,51,57,1,Vinay Chand Bansal,India,Andhra Pradesh,Male,2002-10-15,2024-06-23,0,38.0,1.0,6.0,88.0,23,med,0
8230-TAOWP,2024-04-29,Paid,2025-06-06,Basic,Monthly,2025-06-06,No longer interested,9.3,125,81,1,Pradeep Bhatt,India,Delhi,Male,1986-12-14,2024-11-04,0,71.0,0.0,1.0,403.0,39,high,1
5255-LRFNN,2025-12-06,Organic,2026-12-06,Basic,Annual,,,7.15,59,1,0,Shashank Kumar Tirkey,India,Sikkim,Male,1963-12-08,2026-06-09,0,67.0,0.0,1.0,285.0,62,low,0
4363-MEKGL,2026-04-30,Referral,2026-06-27,Standard,Annual,2026-06-27,Too expensive,17.31,20,7,1,Aisha Gowda,India,Nagaland,Female,2000-09-08,2026-06-25,0,37.0,1.0,3.0,58.0,26,low,0
2942-OFZOA,2024-03-28,Paid,2024-06-28,Standard,Monthly,2024-06-28,Poor customer support,16.58,47,24,1,Ankit Bai Batra,India,Mizoram,Male,1965-06-02,2024-06-07,0,30.0,0.0,5.0,92.0,61,low,0
9819-RALHR,2022-11-03,Organic,2026-10-13,Standard,Monthly,,,13.87,800,62,0,Kamal Devi Oraon,India,Jammu and Kashmir,Male,1970-02-05,2025-10-08,0,51.0,1.0,3.0,1414.0,56,med,0
2530-GTFZU,2025-06-01,Referral,2026-09-24,Standard,Monthly,,,17.31,289,49,0,Aarush Pawar,India,Sikkim,Male,1965-05-18,2026-04-21,0,29.0,1.0,2.0,473.0,61,low,0
6509-IKWPB,2025-06-01,Referral,2026-09-24,Basic,Monthly,,,9.6,129,13,0,Radha Bose,India,Haryana,Female,1968-02-11,2026-04-21,0,72.0,1.0,2.0,473.0,58,low,0
8780-SDYCQ,2022-09-13,Referral,2027-09-12,Basic,Annual,,,7.57,423,7,0,Sneha Menon,India,Manipur,Female,1995-05-14,2026-08-19,0,54.0,0.0,9.0,1465.0,31,low,0
7443-SQBTO,2025-09-21,Organic,2026-09-21,Basic,Annual,,,7.27,79,37,0,Manoj Kumari Dutta,India,Arunachal Pradesh,Male,2006-06-11,2026-08-03,0,20.0,0.0,3.0,361.0,20,low,0
1199-AULCQ,2026-02-05,Organic,2026-10-03,Premium,Monthly,,,24.08,171,17,0,Sameer Banerjee,India,Nagaland,Male,2006-07-16,2026-09-13,0,72.0,0.0,4.0,224.0,20,low,0
8811-ADMHM,2023-11-04,Paid,2026-09-19,Standard,Monthly,,,15.98,625,34,0,Karan Kerketta,India,Uttar Pradesh,Male,2005-05-06,2026-04-07,0,59.0,1.0,3.0,1048.0,21,low,0
6209-LJRTS,2023-11-06,Organic,2026-11-05,Standard,Annual,,,15.76,566,2,0,Vijaya Lakra,India,Goa,Female,2002-05-21,2024-11-09,0,49.0,0.0,2.0,1046.0,24,low,0
4811-DTEJE,2024-01-18,Paid,2024-07-25,Basic,Annual,2024-07-25,Poor customer support,7.5,52,31,1,Shiva Patil,India,Rajasthan,Male,1978-10-30,,0,,,,189.0,47,low,0
3844-XOCYY,2025-12-27,Paid,2026-09-23,Basic,Monthly,,,8.5,79,45,0,Sudevi Chand Batra,India,Madhya Pradesh,Female,1986-07-15,2026-08-24,0,54.0,0.0,5.0,264.0,40,low,0
6725-LEAFI,2022-10-27,Paid,2026-10-26,Standard,Annual,,,15.32,872,57,0,Devika Gill,India,Chandigarh,Female,1970-11-27,2026-08-15,0,9.0,0.0,8.0,1421.0,55,med,0
1732-HIXWY,2023-07-01,Paid,2027-06-30,Premium,Annual,,,23.06,877,29,0,Sandeep Kumar,India,Jammu and Kashmir,Male,1978-09-13,2026-06-23,0,23.0,0.0,1.0,1174.0,48,low,0
4946-IIHTA,2022-12-01,Paid,2024-05-29,Premium,Annual,2024-05-29,Switched to competitor,20.36,421,20,1,Nandini Chand Bhatia,India,Punjab,Female,2000-05-12,2024-04-09,0,16.0,0.0,5.0,545.0,26,low,0
6714-HHXMP,2023-11-18,Paid,2026-11-17,Standard,Annual,,,14.67,492,23,0,Subhash Vora,India,Tamil Nadu,Male,1991-05-09,2025-02-09,0,34.0,0.0,2.0,1034.0,35,low,0
3913-EGTFG,2024-05-14,Organic,2025-04-21,Premium,Monthly,2025-04-21,Too expensive,22.61,281,65,1,Niranjan Kerketta,India,Arunachal Pradesh,Male,1974-04-13,2025-02-23,0,32.0,1.0,4.0,342.0,52,med,0
8315-ECZWQ,2025-05-06,Paid,2025-08-07,Basic,Monthly,2025-08-07,No longer interested,7.29,21,12,1,Hardik Chand Kale,India,Rajasthan,Male,2006-08-03,,0,,,,93.0,20,low,0
5978-RDRTN,2023-03-21,Paid,2027-03-20,Standard,Annual,,,16.5,744,34,0,Suman Das,India,Assam,Female,1969-06-25,2026-09-13,0,22.0,0.0,2.0,1276.0,57,low,0
7836-CISRE,2024-02-24,Paid,2027-02-23,Premium,Annual,,,24.61,706,2,0,Shilpa Bhosale,India,Haryana,Female,1998-04-01,2026-03-23,0,55.0,0.0,4.0,936.0,28,low,0
5390-VIVSI,2024-02-19,Paid,2027-02-18,Standard,Annual,,,12.84,433,1,0,Vedant Iyengar,India,Kerala,Male,1978-07-06,2026-06-11,0,73.0,0.0,4.0,941.0,48,low,0
1761-ISNXB,2022-03-19,Paid,2027-03-18,Premium,Annual,,,23.02,1491,4,0,Malini Bisht,India,Delhi,Female,1993-08-01,,0,,,,1643.0,33,low,0
1414-MTNFI,2023-01-08,Paid,2024-06-30,Premium,Monthly,2024-06-30,Too expensive,23.34,491,27,1,Roshni Ghosh,India,Sikkim,Female,1991-05-07,,0,,,,539.0,35,low,0
3979-BLDMD,2022-08-01,Referral,2027-07-31,Basic,Annual,,,8.15,445,38,0,Aman Rawat,India,Gujarat,Male,1995-11-21,2025-11-03,0,36.0,0.0,3.0,1508.0,30,low,0
9249-DHXZJ,2022-08-31,Paid,2027-08-30,Basic,Annual,,,7.59,473,15,0,Devika Kumar Tirkey,India,Meghalaya,Female,1964-09-29,2023-02-06,0,18.0,1.0,1.0,1478.0,62,low,0
8833-DQZAG,2024-04-22,Referral,2027-04-22,Premium,Annual,,,23.35,661,28,0,Sarvesh Prasad Gill,India,Uttar Pradesh,Male,1979-08-30,2026-04-12,0,26.0,0.0,3.0,878.0,47,low,0
1265-FGZTN,2026-04-16,Paid,2026-08-28,Basic,Monthly,2026-08-28,Poor customer support,9.62,39,40,1,Sarita Raman,India,Punjab,Female,1962-08-03,2026-07-04,0,65.0,1.0,3.0,134.0,64,low,0
0239-OKWFN,2021-12-18,Referral,2026-09-23,Basic,Monthly,,,7.72,452,75,0,Rajesh Joshi,India,Telangana,Male,2000-10-12,2023-12-20,0,0.0,1.0,3.0,1734.0,25,high,1
1124-IYQEP,2023-06-12,Paid,2027-06-11,Standard,Annual,,,17.8,639,29,0,Navya Devi Kohli,India,West Bengal,Female,1994-05-23,2024-03-04,0,45.0,0.0,1.0,1193.0,32,low,0
0783-UVYUB,2025-09-19,Paid,2026-04-24,Basic,Annual,2026-04-24,Switched to competitor,9.03,72,17,1,Navya Bai Sandhu,India,Bihar,Female,1965-09-08,2026-03-21,0,73.0,0.0,6.0,217.0,61,low,0
7486-UNIZT,2024-01-13,Organic,2027-01-12,Standard,Annual,,,16.01,622,1,0,Kamla Desai,India,Jammu and Kashmir,Female,1964-11-24,,0,,,,978.0,61,low,0
6560-VHZWU,2022-11-21,Referral,2023-09-27,Standard,Monthly,2023-09-27,No longer interested,14.89,138,14,1,Aryan Kumari Bajwa,India,Goa,Male,1981-01-17,2023-09-17,0,70.0,1.0,1.0,310.0,45,low,0
9761-ICFZU,2022-05-27,Paid,2026-10-03,Standard,Monthly,,,15.7,919,44,0,Jagdish Kumar Shah,India,Kerala,Male,2004-06-12,2022-12-26,0,70.0,0.0,2.0,1574.0,22,low,0
9513-PBRLT,2022-03-29,Organic,2026-10-04,Standard,Monthly,,,11.99,770,33,0,Gaurav Kumari Pawar,India,Jammu and Kashmir,Male,1999-04-26,2026-07-29,0,86.0,0.0,1.0,1633.0,27,low,0
8368-MYRUA,2022-11-07,Referral,2026-09-17,Basic,Monthly,,,7.42,399,52,0,Chaitanya Chand Kulkarni,India,Gujarat,Male,1968-05-03,2025-12-06,0,49.0,1.0,4.0,1410.0,58,med,0
1393-UMIVB,2022-12-31,Organic,2024-08-23,Premium,Annual,2024-08-23,Switched to competitor,23.96,504,7,1,Samar Subramaniam,India,Tamil Nadu,Male,2000-04-22,2024-07-24,0,44.0,1.0,5.0,601.0,26,low,0
4586-VNEBC,2024-02-01,Paid,2026-09-18,Standard,Monthly,,,14.08,563,23,0,Shivani Goel,India,Puducherry,Female,1991-11-26,2025-05-16,0,73.0,1.0,1.0,959.0,34,low,0
3102-WXKFD,2024-07-01,Paid,2025-04-16,Basic,Monthly,2025-04-16,No longer interested,9.1,99,41,1,Lakshay Tirkey,India,Maharashtra,Male,1961-12-23,2024-10-20,0,71.0,0.0,1.0,289.0,64,low,0
5182-MPNYU,2025-04-23,Organic,2026-09-15,Standard,Monthly,,,17.83,297,44,0,Jayesh Kumari Rana,India,Madhya Pradesh,Male,1986-11-29,2026-07-07,0,81.0,1.0,5.0,512.0,39,low,0
9068-JQLIJ,2024-09-06,Paid,2026-01-26,Standard,Monthly,2026-01-26,Switched to competitor,17.74,368,35,1,Poonam Agarwal,India,Jammu and Kashmir,Female,1966-09-08,2024-10-30,0,41.0,1.0,1.0,507.0,60,low,0
7991-RAVIP,2022-11-09,Paid,2026-11-08,Basic,Annual,,,9.51,528,2,0,Ishaan Kumar Barman,India,Goa,Male,1980-04-27,2023-08-26,0,47.0,1.0,2.0,1408.0,46,low,0
4885-ZXVJN,2023-02-13,Organic,2026-09-25,Standard,Monthly,,,17.67,837,43,0,Sheela Kerketta,India,West Bengal,Female,1969-12-20,2025-11-15,0,17.0,0.0,4.0,1312.0,56,low,0
4179-MSEFS,2021-12-21,Referral,2023-05-01,Premium,Annual,2023-05-01,Switched to competitor,24.38,453,14,1,Deepa Mishra,India,Odisha,Female,1978-05-26,2023-03-12,0,25.0,1.0,5.0,496.0,48,low,0
8626-XEPTM,2023-05-21,Paid,2026-10-02,Standard,Monthly,,,14.03,612,51,0,Varsha Bai Menon,India,Arunachal Pradesh,Female,2005-06-22,2026-05-09,0,46.0,0.0,3.0,1215.0,21,med,0
1850-TQDVS,2025-02-11,Referral,2027-02-11,Basic,Annual,,,9.43,203,10,0,Indira Kumar Prasad,India,Kerala,Female,1969-10-11,2026-03-03,0,28.0,0.0,2.0,583.0,56,low,0
8757-LFMSP,2024-02-17,Referral,2027-02-16,Premium,Annual,,,20.76,643,28,0,Nalini Lakra,India,Bihar,Female,2003-07-30,2024-06-21,0,84.0,0.0,1.0,943.0,23,low,0
2231-SETVL,2022-08-09,Paid,2027-08-08,Premium,Annual,,,24.34,1379,3,0,Om Bai Gupta,India,Odisha,Male,1975-12-07,2023-05-15,0,23.0,0.0,3.0,1500.0,50,low,0
6490-YISQC,2025-12-12,Organic,2026-10-08,Standard,Monthly,,,13.62,112,83,0,Lata Bai Kaur,India,Rajasthan,Female,2005-06-07,2026-07-27,0,57.0,0.0,3.0,279.0,21,high,1
1294-XDNNC,2026-05-24,Organic,2027-05-24,Basic,Annual,,,9.76,29,43,0,Sarvesh Kumar Pandey,India,Chhattisgarh,Male,1985-04-22,2026-07-21,0,22.0,0.0,3.0,116.0,41,low,0
6765-TLJTE,2024-09-14,Organic,2025-09-17,Premium,Annual,2025-09-17,Too expensive,24.09,353,23,1,Kavya Kohli,India,Meghalaya,Female,1976-04-18,2025-02-23,0,3.0,0.0,1.0,368.0,50,low,0
2866-XMKXM,2024-08-21,Paid,2027-08-21,Basic,Annual,,,9.35,250,25,0,Pooja Rani Bhardwaj,India,Puducherry,Female,1982-03-14,2026-07-03,0,36.0,0.0,1.0,757.0,44,low,0
2023-RBHTA,2025-05-29,Paid,2027-05-29,Standard,Annual,,,13.44,222,26,0,Anita Nath Raman,India,Bihar,Female,1968-08-09,2026-01-30,0,29.0,1.0,2.0,476.0,58,low,0
